2017-03-10T11:57:41.573129	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T11:57:47.834660	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T11:57:47.837154	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:55:10.710557	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T12:55:16.535675	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:55:16.537476	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:56:48.790828	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:56:48.792635	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:58:12.661285	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:58:12.663733	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T13:11:14.330647	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:34.945605	MODE: Active	dir u p	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:39.887082	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:41.779274	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:11:47.498489	MODE: Active	user u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:56.851356	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:04.197284	MODE: Active	cd ..	Server msg: 550 Requested action not taken. : not accessible path ..
2017-03-10T13:12:27.880483	MODE: Active	cd test_file_source	Server msg: 250 Requested file action okay, completed.
2017-03-10T13:12:30.307806	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:33.503899	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-10T22:34:56.949998	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T22:34:56.953470	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T22:34:56.955445	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T22:34:56.957941	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T22:34:58.616975	User : u	MODE: Passive 	GET bird.jpg bird.jpg	Server msg: [GET] Failed to get data port. Try again.
2017-03-10T22:36:39.936454	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T22:36:39.939384	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T22:36:39.940658	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T22:36:39.942113	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T22:36:43.394108	User : u	MODE: Passive 	GET bird.jpg bird.jpg	Server msg: [GET] Failed to get data port. Try again.
2017-03-10T22:39:03.733546	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T22:39:03.736249	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T22:39:03.737465	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T22:39:03.739200	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T22:39:10.478386	User : u	MODE: Passive 	GET bird.jpg bird.jpg	Server msg: [GET] Failed to get data port. Try again.
2017-03-10T22:43:37.949210	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T22:43:37.951999	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T22:43:37.952910	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T22:43:37.954188	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T22:43:40.842074	User : u	MODE: Passive 	GET bird.jpg bird.jpg	Server msg: [GET] Failed to get data port. Try again.
2017-03-10T22:44:47.205043	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T22:44:47.208562	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T22:44:47.209695	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T22:44:47.210969	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T22:44:49.307340	User : u	MODE: Passive 	GET bird.jpg bird.jpg	Server msg: [GET] Failed to get data port. Try again.
2017-03-10T22:46:47.094488	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T22:46:47.097233	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T22:46:47.098396	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T22:46:47.099783	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T22:46:48.913666	User : u	MODE: Passive 	GET bird.jpg bird.jpg	Server msg: [GET] Failed to get data port. Try again.
2017-03-10T23:17:47.314553	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T23:17:47.318701	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:17:47.323443	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T23:17:47.326007	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T23:17:49.076434	User : u	MODE: Passive 	GET bird.jpg bird.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:17:53.096507	User : u	MODE: Passive 	GET putty.exe putty.exe	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:17:53.940561	User : u	MODE: Passive 	GET panda.jpg panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:17:54.636496	User : u	MODE: Passive 	GET achievements.jpg achievements.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:17:55.552399	User : u	MODE: Passive 	GET eye.jpg eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:17:56.756387	User : u	MODE: Passive 	GET lorem.txt lorem.txt	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:17:57.932397	User : u	MODE: Passive 	GET byebeard.jpg byebeard.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:17:58.708330	User : u	MODE: Passive 	GET hoot.jpg hoot.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:17:59.392363	User : u	MODE: Passive 	GET landscape.jpg landscape.jpg	Server msg: 200 The requested action has been successfully completed.200 The requested action has been successfully completed.
2017-03-10T23:17:59.393578	User : u	MODE: Passive 	mget *	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:18:20.066394	User : u	MODE: Passive 	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T23:18:27.310236	User : u	MODE: Passive 	DELETE bird.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:18:28.912021	User : u	MODE: Passive 	DELETE putty.exe	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:18:29.778645	User : u	MODE: Passive 	DELETE panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:18:30.448517	User : u	MODE: Passive 	DELETE achievements.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:18:31.273834	User : u	MODE: Passive 	DELETE eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:18:32.191824	User : u	MODE: Passive 	DELETE lorem.txt	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:18:32.761750	User : u	MODE: Passive 	DELETE byebeard.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:18:33.467772	User : u	MODE: Passive 	DELETE hoot.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:18:34.318497	User : u	MODE: Passive 	DELETE landscape.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:18:34.319506	User : u	MODE: Passive 	mdel *	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:28:06.287234	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T23:28:06.289095	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:28:06.290348	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T23:28:06.291224	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T23:28:06.292696	User : u	MODE: Passive 	mget *	Server msg: 550 Requested action not taken.
2017-03-10T23:28:41.122156	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T23:28:41.125416	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:28:41.127349	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T23:28:41.130060	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T23:28:41.132809	User : u	MODE: Passive 	mget *	Server msg: 550 Requested action not taken.
2017-03-10T23:29:22.775391	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T23:29:22.778904	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:29:22.782842	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T23:29:22.785342	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T23:29:22.787981	User : u	MODE: Passive 	mget *	Server msg: 550 Requested action not taken.
2017-03-10T23:30:16.974941	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T23:30:16.978870	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:30:16.981486	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T23:30:16.983951	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T23:30:16.986768	User : u	MODE: Passive 	mget *	Server msg: 550 Requested action not taken.
2017-03-10T23:31:43.274941	User : u	MODE: Passive 	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T23:31:55.317069	User : u	MODE: Passive 	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T23:31:57.922267	User : u	MODE: Passive 	pwd	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:32:04.464575	User : u	MODE: Passive 	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:32:06.037635	User : u	MODE: Passive 	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T23:36:07.296383	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T23:36:07.298889	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:36:07.300603	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T23:36:07.301784	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T23:36:10.404474	User : u	MODE: Passive 	GET bird.jpg bird.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:36:11.760543	User : u	MODE: Passive 	GET putty.exe putty.exe	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:36:12.648568	User : u	MODE: Passive 	GET panda.jpg panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:36:13.472535	User : u	MODE: Passive 	GET ftpclient.log ftpclient.log	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:36:14.264422	User : u	MODE: Passive 	GET achievements.jpg achievements.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:36:14.972386	User : u	MODE: Passive 	GET eye.jpg eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:36:15.816298	User : u	MODE: Passive 	GET lorem.txt lorem.txt	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:36:16.500324	User : u	MODE: Passive 	GET byebeard.jpg byebeard.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:36:17.252401	User : u	MODE: Passive 	GET hoot.jpg hoot.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:36:17.964398	User : u	MODE: Passive 	GET landscape.jpg landscape.jpg	Server msg: 200 The requested action has been successfully completed.200 The requested action has been successfully completed.
2017-03-10T23:36:17.965665	User : u	MODE: Passive 	mget *	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:36:40.264398	User : u	MODE: Passive 	DELETE bird.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:36:51.386281	User : u	MODE: Passive 	DELETE putty.exe	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:37:04.419794	User : u	MODE: Passive 	DELETE panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:37:14.709792	User : u	MODE: Passive 	DELETE ftpclient.log	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:39:00.013647	User : u	MODE: Passive 	DELETE achievements.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:39:02.722648	User : u	MODE: Passive 	DELETE eye.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:39:14.482126	User : u	MODE: Passive 	DELETE lorem.txt	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:39:20.799956	User : u	MODE: Passive 	DELETE byebeard.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:39:28.626927	User : u	MODE: Passive 	DELETE hoot.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:39:34.982598	User : u	MODE: Passive 	DELETE landscape.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:39:34.984243	User : u	MODE: Passive 	mdel *	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:41:30.873914	User : ANONYMOUS	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T23:41:37.408811	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T23:41:37.412915	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:41:37.417875	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T23:41:37.420536	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T23:41:37.424367	User : u	MODE: Passive 	mget *	Server msg: 550 Requested action not taken. There is no file in the path
2017-03-10T23:47:11.895184	User : u	MODE: Passive 	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T23:47:19.866289	User : u	MODE: Passive 	pwd	Server msg: 200 The requested action has been successfully completed.
2017-03-10T23:47:34.010234	User : u	MODE: Passive 	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:47:36.019412	User : u	MODE: Passive 	dir	Server msg: 131,94,130,150,13,174#200 The requested action has been successfully completed.
2017-03-10T23:58:05.767309	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T23:58:05.771673	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-10T23:58:05.773990	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-10T23:58:05.776793	User : u	MODE: Passive 	passive	Server msg: 227 Entering in passive mode.
2017-03-10T23:58:05.779749	User : u	MODE: Passive 	mget *	Server msg: 550 Requested action not taken. There is no file in the path
2017-03-10T23:58:10.610907	User : u	MODE: Passive 	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-11T00:07:22.332825	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-11T00:07:22.336580	User : u	MODE: Active	mkd test	Server msg: 257 Directory created. Already existing
2017-03-11T00:07:22.339671	User : u	MODE: Active	copy /test_file_source/achievements.jpg achievements.jpg	Server msg: 550 Requested action not taken.
2017-03-11T00:07:22.342696	User : u	MODE: Active	copy /test_file_source/byebeard.jpg byebeard.jpg	Server msg: 550 Requested action not taken.
2017-03-11T00:07:22.346779	User : u	MODE: Active	copy /test_file_source/hoot.jpg hoot.jpg	Server msg: 550 Requested action not taken.
2017-03-11T00:07:22.349931	User : u	MODE: Active	copy /test_file_source/lorem.txt lorem.txt	Server msg: 550 Requested action not taken.
2017-03-11T00:07:22.352990	User : u	MODE: Active	copy /test_file_source/panda.jpg panda.jpg	Server msg: 550 Requested action not taken.
2017-03-11T00:07:22.355777	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:08:39.847048	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-11T00:08:39.851790	User : u	MODE: Active	mkd test	Server msg: 257 Directory created.
2017-03-11T00:08:39.854845	User : u	MODE: Active	copy /test_file_source/achievements.jpg achievements.jpg	Server msg: 550 Requested action not taken.
2017-03-11T00:08:39.857846	User : u	MODE: Active	copy /test_file_source/byebeard.jpg byebeard.jpg	Server msg: 550 Requested action not taken.
2017-03-11T00:08:39.860893	User : u	MODE: Active	copy /test_file_source/hoot.jpg hoot.jpg	Server msg: 550 Requested action not taken.
2017-03-11T00:08:39.863758	User : u	MODE: Active	copy /test_file_source/lorem.txt lorem.txt	Server msg: 550 Requested action not taken.
2017-03-11T00:08:39.866653	User : u	MODE: Active	copy /test_file_source/panda.jpg panda.jpg	Server msg: 550 Requested action not taken.
2017-03-11T00:08:39.869645	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:08:39.872448	User : u	MODE: Active	!mkdir getfolder	Server msg: Directory succefully created
2017-03-11T00:08:39.874839	User : u	MODE: Active	!cd getfolder	Server msg: /a/buffalo.cs.fiu.edu./disk/jccl-002/homes/ralfo040/ftpsoft/getfolder
2017-03-11T00:08:39.878253	User : u	MODE: Active	mget *	Server msg: 550 Requested action not taken. There is no file in the path
2017-03-11T00:08:39.885545	User : u	MODE: Active	!dir	Server msg: Listing finished
2017-03-11T00:14:14.601691	User : u	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-11T00:14:14.606430	User : u	MODE: Active	mkd test	Server msg: 257 Directory created.
2017-03-11T00:14:14.611535	User : u	MODE: Active	copy test_file_source/achievements.jpg achievements.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:14:14.617328	User : u	MODE: Active	copy test_file_source/byebeard.jpg byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:14:14.622173	User : u	MODE: Active	copy test_file_source/hoot.jpg hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:14:14.627000	User : u	MODE: Active	copy test_file_source/lorem.txt lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:14:14.633138	User : u	MODE: Active	copy test_file_source/panda.jpg panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-11T00:14:14.636347	User : u	MODE: Active	cd test	Server msg: 250 Requested file action okay, completed.
